drug_id,active_ingredient
7314_train, CHLORHYDRATE D'AMILORIDE
7315_train,PARACÉTAMOL
7316_train,CHLORHYDRATE DE NARATRIPTAN
7316_train, NARATRIPTAN
7317_train,FUMARATE DE BISOPROLOL
7318_train,CHLORHYDRATE DE METFORMINE
7318_train, METFORMINE BASE
7319_train,CHLORHYDRATE DE TRAMADOL
7320_train,FLUCONAZOLE
7321_train,NITRATE D'ÉCONAZOLE
7322_train,DICHLORHYDRATE DE CÉTIRIZINE
7323_train,DICLOFÉNAC SODIQUE
7324_train,POVIDONE IODÉE
7325_train,TÉNOFOVIR DISOPROXIL
7325_train, FUMARATE DE TÉNOFOVIR DISOPROXIL
7326_train,PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ
7326_train, PANTOPRAZOLE
7327_train,CHLORHYDRATE DE SOTALOL
7328_train,FÉLODIPINE
7329_train,HYDROCHLOROTHIAZIDE
7329_train, LOSARTAN POTASSIQUE
7330_train,GLUCOSE MONOHYDRATÉ
7330_train, GLUCOSE ANHYDRE
7331_train,DIPROPIONATE DE BÉCLOMÉTHASONE
7332_train,PRAVASTATINE SODIQUE
7333_train,KÉTOCONAZOLE
7334_train,CÉFUROXIME AXÉTIL
7334_train, CÉFUROXIME
7335_train,LÉVÉTIRACÉTAM
7336_train,MÉTHIONINE
7336_train, VALINE
7336_train, ALANINE
7336_train, SULFATE DE MAGNÉSIUM HEPTAHYDRATÉ
7336_train, THRÉONINE
7336_train, GLUCOSE MONOHYDRATÉ
7336_train, HISTIDINE
7336_train, PHÉNYLALANINE
7336_train, ACIDE ASPARTIQUE
7336_train, GLUCOSE ANHYDRE
7336_train, ACÉTATE DE SODIUM ANHYDRE
7336_train, HUILE DE SOJA RAFFINÉE
7336_train, CHLORURE DE CALCIUM ANHYDRE
7336_train, TRYPTOPHANE L
7336_train, TYROSINE
7336_train, LYSINE
7336_train, ARGININE
7336_train, ISOLEUCINE
7336_train, SÉRINE
7336_train, ACIDE GLUTAMIQUE
7336_train, PROLINE
7336_train, CHLORHYDRATE DE LYSINE
7336_train, SODIUM (GLYCÉROPHOSPHATE DE)
7336_train, SULFATE DE MAGNÉSIUM ANHYDRE
7336_train, CHLORURE DE POTASSIUM
7336_train, GLYCINE
7336_train, CHLORURE DE CALCIUM
7336_train, ACÉTATE DE SODIUM
7336_train, LEUCINE
7337_train,VALSARTAN
7338_train,ÉTHINYLESTRADIOL
7338_train, LÉVONORGESTREL
7339_train,PREDNISONE
7340_train,SULFATE DE SALBUTAMOL
7340_train, SALBUTAMOL
7341_train,CHLORHYDRATE DE FLUOXÉTINE
7341_train, FLUOXÉTINE BASE
7342_train,ACIDE RISÉDRONIQUE
7342_train, RISÉDRONATE MONOSODIQUE ANHYDRE
7343_train,DICHLORHYDRATE DE BÉTAHISTINE
7344_train,CHLORHYDRATE DE TRAMADOL
7345_train,CALCIUM ÉLÉMENT
7345_train, CARBONATE DE CALCIUM
7346_train,OFLOXACINE
7347_train,SPIRONOLACTONE
7348_train,ESTRADIOL (VALÉRATE D')
7348_train, ACÉTATE DE MÉDROXYPROGESTÉRONE
7349_train,CHLORHYDRATE DE PAROXÉTINE ANHYDRE
7349_train, PAROXÉTINE BASE
7350_train,LOSARTAN POTASSIQUE
7350_train, LOSARTAN
7351_train,ÉFAVIRENZ
7352_train,LISINOPRIL DIHYDRATÉ
7352_train, LISINOPRIL
7353_train,CHLORHYDRATE DE METFORMINE
7353_train, METFORMINE BASE
7354_train,IOVERSOL
7354_train, IODE
7355_train,BROMAZÉPAM
7356_train,CAPTOPRIL
7357_train,ATORVASTATINE CALCIQUE
7357_train, ATORVASTATINE
7358_train,CÉFUROXIME
7358_train, CÉFUROXIME AXÉTIL
7359_train,PANTOPRAZOLE
7359_train, PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ
7360_train,RISPÉRIDONE
7361_train,HYDROCHLOROTHIAZIDE
7361_train, IRBÉSARTAN
7362_train,AMITRIPTYLINE (CHLORHYDRATE D')
7362_train, AMITRIPTYLINE
7363_train,PÉRINDOPRIL
7363_train, PÉRINDOPRIL TERT-BUTYLAMINE
7364_train,FERREUX (SUCCINATE)
7364_train, SUCCINIQUE (ACIDE)
7364_train, FER
7365_train,DULOXÉTINE
7365_train, CHLORHYDRATE DE DULOXÉTINE
7366_train,CHLORHYDRATE D'IRBÉSARTAN
7366_train, IRBÉSARTAN
7366_train, HYDROCHLOROTHIAZIDE
7367_train,IBUPROFÈNE
7368_train,ÉPOÉTINE ALFA 
7369_train,CHLORHYDRATE DE FLUOXÉTINE
7369_train, FLUOXÉTINE BASE
7370_train,CHLORHYDRATE DE DONÉPÉZIL
7371_train,DILTIAZEM (CHLORHYDRATE DE)
7372_train,CHLORHYDRATE DE CIPROFLOXACINE
7372_train, CIPROFLOXACINE
7373_train,STIRIPENTOL
7374_train,LÉVOFLOXACINE HÉMIHYDRATÉE
7374_train, LÉVOFLOXACINE
7375_train,SIMVASTATINE
7376_train,ÉSOMÉPRAZOLE
7376_train, ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ
7377_train,BROMHYDRATE DE GALANTAMINE
7377_train, GALANTAMINE
7378_train,NICORANDIL
7379_train,GLICLAZIDE
7380_train,TELMISARTAN
7380_train, HYDROCHLOROTHIAZIDE
7381_train,TARTRATE DE MÉTOPROLOL
7382_train,CHLORHYDRATE DE METFORMINE
7382_train, METFORMINE BASE
7383_train,SERTRALINE BASE
7383_train, CHLORHYDRATE DE SERTRALINE
7384_train,AMOXICILLINE
7384_train, CLAVULANATE DE POTASSIUM
7384_train, ACIDE CLAVULANIQUE
7384_train, AMOXICILLINE TRIHYDRATÉE
7385_train,FLUCONAZOLE
7386_train,ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ
7386_train, ÉSOMÉPRAZOLE
7387_train,SOMATROPINE 
7388_train,IPRATROPIUM (BROMURE D') MONOHYDRATÉ
7388_train, BROMURE D'IPRATROPIUM ANHYDRE
7389_train,MOLSIDOMINE
7390_train,CHLORHYDRATE DE METFORMINE
7390_train, METFORMINE
7391_train,FLUVASTATINE BASE
7391_train, FLUVASTATINE SODIQUE
7392_train,MALATE D'ALMOTRIPTAN
7392_train, ALMOTRIPTAN
7393_train,PARACÉTAMOL
7394_train,PIRIBÉDIL
7395_train,SILICE COLLOÏDALE HYDRATÉE
7395_train, ALUMINIUM (OXYDE D') HYDRATÉ
7395_train, MAGNÉSIUM (CARBONATE DE) LÉGER
7395_train, ALGINIQUE (ACIDE)
7396_train,BÉTAMÉTHASONE
7396_train, VALÉRATE DE BÉTAMÉTHASONE
7397_train,HYDROCHLOROTHIAZIDE
7397_train, CAPTOPRIL
7398_train,FUMARATE DE BISOPROLOL
7398_train, HYDROCHLOROTHIAZIDE
7399_train,GABAPENTINE
7400_train,ATORVASTATINE CALCIQUE TRIHYDRATÉE
7400_train, ÉZÉTIMIBE
7400_train, ATORVASTATINE
7401_train,RISÉDRONATE MONOSODIQUE ANHYDRE
7401_train, RISÉDRONATE MONOSODIQUE
7402_train,DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ
7402_train, PRAMIPEXOLE BASE
7403_train,VIRUS DE L'HÉPATITE A SOUCHE HM175 INACTIVÉ ADSORBÉ 
7404_train,CHLORHYDRATE DE CICLÉTANINE
7405_train,VENLAFAXINE
7405_train, CHLORHYDRATE DE VENLAFAXINE
7406_train,PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ
7406_train, PANTOPRAZOLE
7407_train,VALSARTAN
7408_train,CHLORHYDRATE DE SOTALOL
7409_train,NAPROXÈNE
7410_train,ATORVASTATINE
7410_train, ATORVASTATINE CALCIQUE TRIHYDRATÉE
7411_train,PARACÉTAMOL
7412_train,ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ
7412_train, ÉSOMÉPRAZOLE
7413_train,PRAVASTATINE SODIQUE
7414_train,RAMIPRIL
7415_train,DILTIAZEM (CHLORHYDRATE DE)
7416_train,ZOLMITRIPTAN
7417_train,CAPÉCITABINE
7418_train,SIMVASTATINE
7419_train,CICLOSPORINE
7420_train,CÉFIXIME ANHYDRE
7420_train, CÉFIXIME TRIHYDRATÉE
7421_train,ALENDRONIQUE (ACIDE)
7421_train, ALENDRONATE MONOSODIQUE TRIHYDRATÉ
7421_train, CHOLÉCALCIFÉROL
7422_train,ESTRIOL
7423_train,BÉSILATE D'AMLODIPINE
7423_train, INDAPAMIDE
7423_train, AMLODIPINE
7424_train,FENTANYL
7424_train, CITRATE DE FENTANYL
7425_train,SULPIRIDE
7426_train,CANDÉSARTAN CILEXÉTIL
7427_train,THIOCOLCHICOSIDE
7428_train,RAMIPRIL
7429_train,VALSARTAN
7430_train,FENTANYL (CITRATE DE)
7430_train, FENTANYL
7431_train,CHLORHYDRATE D'ACÉBUTOLOL
7431_train, ACÉBUTOLOL BASE
7432_train,DICHLORHYDRATE DE CÉTIRIZINE
7433_train,MÉBUTATE D'INGÉNOL
7434_train,AMOXICILLINE ANHYDRE
7434_train, AMOXICILLINE TRIHYDRATÉE
7435_train,LISINOPRIL ANHYDRE
7435_train, LISINOPRIL DIHYDRATÉ
7436_train,FENTANYL
7437_train,OMÉPRAZOLE
7438_train,CEFTRIAXONE BASE
7438_train, CEFTRIAXONE SODIQUE
7439_train,ATÉNOLOL
7440_train,RABÉPRAZOLE BASE
7440_train, RABÉPRAZOLE SODIQUE
7441_train,RÉPAGLINIDE
7442_train,ACIDE ALENDRONIQUE
7442_train, ALENDRONATE MONOSODIQUE TRIHYDRATÉ
7443_train,AMOXICILLINE ANHYDRE
7443_train, AMOXICILLINE TRIHYDRATÉE
7444_train,TARTRATE DE ZOLPIDEM
7445_train,BACLOFÈNE
7446_train,SIMVASTATINE
7447_train,ALLOPURINOL
7448_train,AMOXICILLINE ANHYDRE
7448_train, AMOXICILLINE TRIHYDRATÉE
7449_train,LÉVÉTIRACÉTAM
7450_train,DIHYDROGÉNOPHOSPHATE DE RILMÉNIDINE
7450_train, RILMÉNIDINE
7451_train,FENTANYL
7452_train,HYDROCHLOROTHIAZIDE
7452_train, TELMISARTAN
7453_train,TELMISARTAN
7454_train,BÉSILATE D'AMLODIPINE
7454_train, AMLODIPINE
7455_train,SULFATE DE TERBUTALINE
7456_train,CHLORHYDRATE DE MOEXIPRIL
7457_train,SODIUM (HYALURONATE DE)
7458_train,CHLORHYDRATE DE METFORMINE
7458_train, METFORMINE
7459_train,CARBONATE DE CALCIUM
7459_train, CALCIUM ÉLÉMENT
7459_train, CHOLÉCALCIFÉROL (CONCENTRAT DE)
7459_train, FORME PULVÉRULENTE
7459_train, CHOLÉCALCIFÉROL
7460_train,NÉTILMICINE BASE
7460_train, NÉTILMICINE (SULFATE DE)
7461_train,SERENOA REPENS (EXTRAIT LIPIDO-STÉROLIQUE DE)
7462_train,FÉNOFIBRATE
7463_train,LISINOPRIL ANHYDRE
7463_train, LISINOPRIL DIHYDRATÉ
7464_train,DOXYCYCLINE BASE
7464_train, DOXYCYCLINE (HYCLATE DE)
7465_train,GADOLINIUM
7465_train, GADOBUTROL
7466_train,ROXITHROMYCINE
7467_train,PREDNISONE
7468_train,MALÉATE DE TIMOLOL
7468_train, TIMOLOL BASE
7469_train,DICLOFÉNAC SODIQUE
7469_train, DICLOFÉNAC DE DIÉTHYLAMINE
7470_train,SIMVASTATINE
7471_train,MÉTHYLPREDNISOLONE
7471_train, MÉTHYLPREDNISOLONE (HÉMISUCCINATE DE)
7472_train,CLAVULANIQUE (ACIDE)
7472_train, CLAVULANATE DE POTASSIUM
7472_train, AMOXICILLINE BASE
7472_train, AMOXICILLINE TRIHYDRATÉE
7473_train,INDOMÉTACINE
7474_train,RAMIPRIL
7475_train,TRIFÉNATATE DE VILANTÉROL
7475_train, FUROATE DE FLUTICASONE
7475_train, VILANTÉROL
7476_train,PILOCARPINE (CHLORHYDRATE DE)
7477_train,ATORVASTATINE CALCIQUE
7477_train, ATORVASTATINE
7478_train,MOLSIDOMINE
7479_train,PARACÉTAMOL
7480_train,TAMOXIFÈNE
7480_train, CITRATE DE TAMOXIFÈNE
7481_train,FOSINOPRIL SODIQUE
7482_train,VALPROATE DE SODIUM
7483_train,DESLORATADINE
7484_train,CLARITHROMYCINE
7485_train,ATÉNOLOL
7486_train,FLUOXÉTINE BASE
7486_train, CHLORHYDRATE DE FLUOXÉTINE
7487_train,ATORVASTATINE CALCIQUE TRIHYDRATÉE
7487_train, ATORVASTATINE
7488_train,OMÉPRAZOLE
7489_train,FUROSÉMIDE
7490_train,TRAMADOL BASE
7490_train, CHLORHYDRATE DE TRAMADOL
7491_train,SULFATE DE MORPHINE
7492_train,ÉSOMÉPRAZOLE MAGNÉSIQUE
7492_train, ÉSOMÉPRAZOLE
7493_train,BUDÉSONIDE
7494_train,CHLORHYDRATE DE FLUOXÉTINE
7494_train, FLUOXÉTINE BASE
7495_train,FILGRASTIM 
7496_train,RABÉPRAZOLE BASE
7496_train, RABÉPRAZOLE SODIQUE
7497_train,RISÉDRONATE MONOSODIQUE MONOHYDRATÉ
7497_train, RISÉDRONATE MONOSODIQUE ANHYDRE
7498_train,ACIDE ZOLÉDRONIQUE MONOHYDRATÉ
7498_train, ACIDE ZOLÉDRONIQUE ANHYDRE
7499_train,SULFATE DE VINCRISTINE
7500_train,ADAPALÈNE
7501_train,PARACÉTAMOL
7502_train,LACTULOSE
7503_train,CHLORHYDRATE DE CÉLIPROLOL
7504_train,FLUCONAZOLE
7505_train,CHLORURE DE SODIUM
7506_train,CHLORHYDRATE D'OXYCODONE
7506_train, OXYCODONE
7507_train,FUROSÉMIDE
7508_train,VALSARTAN
7509_train,STIRIPENTOL
7510_train,CHLORHYDRATE D'AMIODARONE
7511_train,ATORVASTATINE CALCIQUE
7511_train, ATORVASTATINE
7512_train,TIMOLOL
7512_train, MALÉATE DE TIMOLOL
7512_train, DORZOLAMIDE BASE
7512_train, CHLORHYDRATE DE DORZOLAMIDE
7513_train,BROMHYDRATE DE GALANTAMINE
7513_train, GALANTAMINE
7514_train,ATÉNOLOL
7515_train,RAMIPRIL
7516_train,CHLORHYDRATE DE SOTALOL
7517_train,TAZOBACTAM
7517_train, PIPÉRACILLINE BASE
7517_train, PIPÉRACILLINE SODIQUE
7517_train, TAZOBACTAM SODIQUE
7518_train,FENTANYL
7519_train,PRAVASTATINE SODIQUE
7520_train,MANIDIPINE (DICHLORHYDRATE DE)
7521_train,CHLORHYDRATE D'IRBÉSARTAN
7521_train, IRBÉSARTAN
7522_train,CÉFUROXIME
7522_train, CÉFUROXIME AXÉTIL
7523_train,IODE
7523_train, IOBITRIDOL
7524_train,ACÉTATE DE CYPROTÉRONE
7525_train,CLARITHROMYCINE
7526_train,DOMPÉRIDONE
7527_train,KÉTOPROFÈNE
7528_train,RISPÉRIDONE
7529_train,IRBÉSARTAN
7530_train,NIFÉDIPINE
7531_train,CHLORHYDRATE DE LERCANIDIPINE
7532_train,THIOCOLCHICOSIDE
7533_train,AMOXICILLINE TRIHYDRATÉE
7533_train, AMOXICILLINE ANHYDRE
7534_train,LÉVOFLOXACINE HÉMIHYDRATÉE
7534_train, LÉVOFLOXACINE
7535_train,DOXYCYCLINE BASE
7535_train, HYCLATE DE DOXYXYCLINE
7536_train,ATORVASTATINE
7536_train, ATORVASTATINE CALCIQUE TRIHYDRATÉE
7537_train,ATORVASTATINE CALCIQUE TRIHYDRATÉE
7537_train, ATORVASTATINE
7538_train,PARACÉTAMOL
7539_train,FILGRASTIM 
7540_train,FUMARATE DE BISOPROLOL
7541_train,LISINOPRIL ANHYDRE
7541_train, HYDROCHLOROTHIAZIDE
7541_train, LISINOPRIL DIHYDRATÉ
7542_train,HYDROCHLOROTHIAZIDE
7542_train, LISINOPRIL DIHYDRATÉ
7542_train, LISINOPRIL ANHYDRE
7543_train,ATORVASTATINE
7543_train, ATORVASTATINE CALCIQUE TRIHYDRATÉE
7544_train,FOLLITROPINE BÊTA 
7545_train,ESTRADIOL HÉMIHYDRATÉ
7545_train, ESTRADIOL
7545_train, ESTRADIOL HÉMIHYDRATÉ
7545_train, ESTRADIOL
7545_train, DYDROGESTÉRONE
7546_train,AMISULPRIDE
7547_train,GLIMÉPIRIDE
7548_train,ADRÉNALINE
7549_train,DICHLORHYDRATE DE BÉTAHISTINE
7550_train,ÉNANTATE DE TESTOSTÉRONE
7551_train,NORFLOXACINE
7552_train,FOSINOPRIL SODIQUE
7553_train,ALIMÉMAZINE (TARTRATE D')
7553_train, ALIMÉMAZINE
7554_train,CÉLÉCOXIB
7555_train,ACICLOVIR
7556_train,SIMVASTATINE
7557_train,DL-LYSINE (ACÉTYLSALICYLATE DE)
7557_train, ACIDE ACÉTYLSALICYLIQUE
7558_train,ROPINIROLE BASE
7558_train, CHLORHYDRATE DE ROPINIROLE
7559_train,CEFTRIAXONE SODIQUE
7559_train, CEFTRIAXONE BASE
7560_train,AMISULPRIDE
7561_train,OXYCODONE
7561_train, CHLORHYDRATE D'OXYCODONE
7562_train,IOPAMIDOL
7562_train, IODE
7563_train,CHLORHYDRATE DE BUPRÉNORPHINE
7563_train, BUPRÉNORPHINE
7564_train,MERCAPTOPURINE
7565_train,PRAVASTATINE SODIQUE
7566_train,SIMVASTATINE
7567_train,ALPRAZOLAM
7568_train,RAMIPRIL
7569_train,MALÉATE DE TIMOLOL
7569_train, TIMOLOL BASE
7569_train, LATANOPROST
7570_train,LISINOPRIL DIHYDRATÉ
7570_train, HYDROCHLOROTHIAZIDE
7570_train, LISINOPRIL ANHYDRE
7571_train,AMOXICILLINE BASE
7571_train, AMOXICILLINE TRIHYDRATÉE
7571_train, ACIDE CLAVULANIQUE
7571_train, CLAVULANATE DE POTASSIUM
7572_train,METFORMINE BASE
7572_train, CHLORHYDRATE DE METFORMINE
7573_train,DOXÉPINE (CHLORHYDRATE DE)
7573_train, DOXÉPINE
7574_train,NAPROXÈNE SODIQUE
7575_train,VENLAFAXINE
7575_train, CHLORHYDRATE DE VENLAFAXINE
7576_train,PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ
7576_train, PANTOPRAZOLE
7577_train,RAMIPRIL
7578_train,RIBAVIRINE
7579_train,CANDÉSARTAN CILEXÉTIL
7580_train,CHLORHYDRATE DE TRAMADOL
7580_train, PARACÉTAMOL
7581_train,RISÉDRONIQUE (ACIDE)
7581_train, RISÉDRONATE MONOSODIQUE HÉMIPENTAHYDRATÉ
7582_train,DÉFÉRASIROX
7583_train,ACIDE GADOTÉRIQUE
7584_train,LAMOTRIGINE
7585_train,CICLOPIROX OLAMINE
7586_train,CÉFÉPIME
7586_train, DICHLORHYDRATE DE CÉFÉPIME MONOHYDRATÉ
7587_train,OXYCODONE
7587_train, CHLORHYDRATE D'OXYCODONE
7588_train,AMOXICILLINE ANHYDRE
7588_train, AMOXICILLINE TRIHYDRATÉE
7589_train,RIVAROXABAN
7590_train,RANITIDINE BASE
7590_train, RANITIDINE (CHLORHYDRATE DE)
7591_train,GLIMÉPIRIDE
7592_train,EXÉMESTANE
7593_train,ALLOPURINOL
7594_train,ANASTROZOLE
7595_train,LOSARTAN POTASSIQUE
7595_train, HYDROCHLOROTHIAZIDE
7596_train,FÉNOFIBRATE
7597_train,GLICLAZIDE
7598_train,SULPIRIDE
7599_train,CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ
7599_train, ONDANSÉTRON
7600_train,ACIDE ZOLÉDRONIQUE ANHYDRE
7600_train, ACIDE ZOLÉDRONIQUE MONOHYDRATÉ
7601_train,DORZOLAMIDE BASE
7601_train, CHLORHYDRATE DE DORZOLAMIDE
7602_train,PANTOPRAZOLE
7602_train, PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ
7603_train,MÉTIPRANOLOL
7604_train,TÉRAZOSINE BASE
7604_train, TÉRAZOSINE (CHLORHYDRATE DE) DIHYDRATÉ
7605_train,CHLORHYDRATE DE DONÉPÉZIL
7606_train,BÉSILATE D'AMLODIPINE
7606_train, AMLODIPINE
7607_train,PHÉNYLALANINE
7607_train, MÉTHIONINE
7607_train, MAGNÉSIUM (ACÉTATE DE) TÉTRAHYDRATÉ
7607_train, CHLORURE DE SODIUM
7607_train, VALINE
7607_train, LEUCINE
7607_train, GLUCOSE MONOHYDRATÉ
7607_train, ARGININE
7607_train, GLYCINE
7607_train, CHLORHYDRATE D'HISTIDINE MONOHYDRATÉ
7607_train, HUILE DE SOJA RAFFINÉE
7607_train, PROLINE
7607_train, HYDROXYDE DE SODIUM
7607_train, THRÉONINE
7607_train, GLUCOSE ANHYDRE
7607_train, TRYPTOPHANE L
7607_train, ACIDE ASPARTIQUE
7607_train, ACÉTATE DE SODIUM
7607_train, LYSINE
7607_train, ACIDE GLUTAMIQUE
7607_train, CHLORURE DE CALCIUM
7607_train, TRIGLYCÉRIDES À CHAÎNE MOYENNE
7607_train, ACÉTATE DE POTASSIUM
7607_train, PHOSPHATE MONOSODIQUE DIHYDRATÉ
7607_train, ISOLEUCINE
7607_train, ALANINE
7607_train, CHLORHYDRATE DE LYSINE
7607_train, SÉRINE
7607_train, ZINC (ACÉTATE DE) DIHYDRATÉ
7607_train, HISTIDINE
7608_train,RIVASTIGMINE (HYDROGÉNOTARTRATE DE)
7608_train, RIVASTIGMINE BASE
7609_train,RANITIDINE BASE
7609_train, RANITIDINE (CHLORHYDRATE DE)
7610_train,LÉVOTHYROXINE SODIQUE
7611_train,FLUVASTATINE
7611_train, FLUVASTATINE SODIQUE
7612_train,OLMÉSARTAN MÉDOXOMIL
7613_train,DICHLORHYDRATE DE CÉTIRIZINE
7614_train,SIMVASTATINE
7615_train,ZOPICLONE
7616_train,GANCICLOVIR
7617_train,LÉVODOPA
7617_train, BENSÉRAZIDE (CHLORHYDRATE DE)
7617_train, BENSÉRAZIDE BASE
7618_train,PARACÉTAMOL
7619_train,CHLORHYDRATE DE TRAMADOL
7620_train,LOSARTAN POTASSIQUE
7621_train,PARACÉTAMOL
7622_train,CHLORHEXIDINE (DIGLUCONATE DE)
7623_train,AZITHROMYCINE MONOHYDRATÉE
7623_train, AZITHROMYCINE ANHYDRE
7624_train,FUMARATE DE BISOPROLOL
7625_train,VALSARTAN
7625_train, HYDROCHLOROTHIAZIDE
7626_train,BISOPROLOL (HÉMIFUMARATE DE)
7627_train,AMOXICILLINE TRIHYDRATÉE
7627_train, AMOXICILLINE ANHYDRE
7628_train,SERENOA REPENS (EXTRAIT LIPIDO-STÉROLIQUE DE)
7629_train,ANASTROZOLE
7630_train,CANDÉSARTAN CILEXÉTIL
7631_train,ACIDE FOLINIQUE
7631_train, CALCIUM (FOLINATE DE)
7632_train,PRUNIER D'AFRIQUE (ÉCORCE DE) (EXTRAIT MOU D')
7633_train,ATORVASTATINE
7633_train, ATORVASTATINE CALCIQUE TRIHYDRATÉE
7633_train, BÉSILATE D'AMLODIPINE
7633_train, AMLODIPINE
7634_train,HYDROCHLOROTHIAZIDE
7634_train, VALSARTAN
7635_train,BROMHYDRATE DE GALANTAMINE
7635_train, GALANTAMINE
7636_train,HYDROGÉNOTARTRATE DE RIVASTIGMINE
7636_train, RIVASTIGMINE BASE
7637_train,CHLORURE DE SODIUM
7638_train,ATORVASTATINE CALCIQUE
7638_train, ATORVASTATINE
7639_train,FENTANYL
7640_train,CHLORHYDRATE DE MIANSÉRINE
7641_train,CHLORHYDRATE DE CICLÉTANINE
7642_train,PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ
7642_train, PANTOPRAZOLE
7643_train,FLUCONAZOLE
7644_train,LÉVÉTIRACÉTAM
7645_train,CICLOPIROX OLAMINE
7646_train,CHLORHYDRATE DE NARATRIPTAN
7646_train, NARATRIPTAN
7647_train,DOMPÉRIDONE
7648_train,VALSARTAN
7649_train,GABAPENTINE
7650_train,LORMÉTAZÉPAM
7651_train,BÉSILATE D'AMLODIPINE
7651_train, AMLODIPINE
7652_train,ONDANSÉTRON
7653_train,BENZOATE DE RIZATRIPTAN
7653_train, RIZATRIPTAN
7654_train,AMLODIPINE
7654_train, BÉSILATE D'AMLODIPINE
7655_train,IRBÉSARTAN
7656_train,CHLORHYDRATE DE CIPROFLOXACINE
7656_train, CIPROFLOXACINE
7657_train,OLANZAPINE
7658_train,CHLORHYDRATE DE LERCANIDIPINE
7659_train,QUINIDINE (GLUCONATE DE)
7659_train, QUININE
7659_train, CINCHONIDINE (CHLORHYDRATE DE)
7659_train, CINCHONINE (CHLORHYDRATE DE)
7659_train, CINCHONIDINE BASE
7659_train, QUINIDINE
7659_train, GLUCONATE DE QUININE
7659_train, CINCHONINE
7660_train,CHLORHYDRATE DE MIANSÉRINE
7661_train,HYDROCHLOROTHIAZIDE
7661_train, LOSARTAN POTASSIQUE
7662_train,HYDROCHLOROTHIAZIDE
7662_train, OLMÉSARTAN MÉDOXOMIL
7663_train,ÉSOMÉPRAZOLE
7663_train, ÉSOMÉPRAZOLE MAGNÉSIQUE TRIHYDRATÉ
7664_train,CÉFIXIME TRIHYDRATÉE
7664_train, CÉFIXIME ANHYDRE
7665_train,FENTANYL
7666_train,FÉNOFIBRATE
7667_train,ESTRAMUSTINE (PHOSPHATE DISODIQUE D') MONOHYDRATÉ
7667_train, ESTRAMUSTINE PHOSPHATE
7668_train,ONDANSÉTRON
7669_train,ACICLOVIR
7670_train,CHLORHYDRATE DE LERCANIDIPINE
7671_train,THÉOPHYLLINE
7672_train,GABAPENTINE
7673_train,RÉPAGLINIDE
7674_train,ALLOPURINOL
7675_train,ÉPOÉTINE ZÊTA 
7676_train,ACIDE CLAVULANIQUE
7676_train, AMOXICILLINE SODIQUE
7676_train, AMOXICILLINE BASE
7676_train, CLAVULANATE DE POTASSIUM
7677_train,DICLOFÉNAC DE DIÉTHYLAMINE
7677_train, DICLOFÉNAC SODIQUE
7678_train,ALENDRONATE MONOSODIQUE TRIHYDRATÉ
7678_train, ACIDE ALENDRONIQUE
7679_train,CHLORHYDRATE DE PYRIDOXINE
7680_train,CHLORHYDRATE DE PAROXÉTINE HÉMIHYDRATÉ
7680_train, PAROXÉTINE BASE
7681_train,AMLODIPINE
7681_train, BÉSILATE D'AMLODIPINE
7682_train,DIHYDROGÉNOPHOSPHATE DE RILMÉNIDINE
7682_train, RILMÉNIDINE
7683_train,MIRTAZAPINE
7684_train,CLARITHROMYCINE
7685_train,HUILE DE SOJA RAFFINÉE
7685_train, LYSINE (ACÉTATE DE)
7685_train, THRÉONINE
7685_train, PROLINE
7685_train, SODIUM (ACÉTATE DE) TRIHYDRATÉ
7685_train, HUILE D'OLIVE RAFFINÉE
7685_train, ARGININE
7685_train, GLUCOSE ANHYDRE
7685_train, VALINE
7685_train, LYSINE
7685_train, ISOLEUCINE
7685_train, TRIGLYCÉRIDES À CHAÎNE MOYENNE
7685_train, SODIUM (ACÉTATE DE) ANHYDRE
7685_train, CHLORURE DE POTASSIUM
7685_train, MAGNÉSIUM (SULFATE DE) HEPTAHYDRATÉ
7685_train, SULFATE DE MAGNÉSIUM ANHYDRE
7685_train, MÉTHIONINE
7685_train, SULFATE DE ZINC HEPTAHYDRATÉ
7685_train, SÉRINE
7685_train, GLYCÉROPHOSPHATE DE SODIUM
7685_train, TAURINE
7685_train, GLUCOSE MONOHYDRATÉ
7685_train, HISTIDINE
7685_train, GLYCINE
7685_train, CHLORURE DE CALCIUM ANHYDRE
7685_train, GLYCÉROPHOSPHATE DE SODIUM ANHYDRE
7685_train, LEUCINE
7685_train, PHÉNYLALANINE
7685_train, TYROSINE
7685_train, CALCIUM (CHLORURE DE) DIHYDRATÉ
7685_train, HUILE DE POISSON RICHE EN ACIDES OMÉGA-3 
7685_train, SULFATE DE ZINC ANHYDRE
7685_train, ALANINE
7685_train, TRYPTOPHANE L
7686_train,AMISULPRIDE
